Charge (C),Temperature (K)
0.0037152593999999,1667.300174640874
0.0038787099119999,1667.4820735890155
0.004034722938,1667.6082793822852
0.00417065301,1667.8042262489398
0.0043008525599999,1667.8290791351474
0.004414992714,1668.0403714641102
0.0045147804359999,1668.1469865595482
0.004603107114,1668.4325262568582
0.004677673572,1668.3755922679802
0.00474361812,1670.5439124926288
0.004798693836,1670.4388398346969
0.0048422736719999,1670.4935513181058
0.004868087148,1670.3067681748498
0.004881847368,1670.2851779138186
0.004872668082,1670.1460832672446
0.00485030337,1670.158785826814
0.004809580086,1670.177599164704
0.004769431596,1670.1598455618814
0.0046948825559999,1670.564990076833
0.004622615274,1670.6448230583028
0.00451248126,1670.594143426615
0.00439778373,1670.412375039015
0.004293397656,1670.4119182527777
0.004093804794,1670.3277550578275
0.0039268881,1670.290288197832
0.003735324936,1670.2762357921597
0.0035397556319999,1670.3285662871272
0.00332352858,1670.4190729307634
0.00309352389,1670.6073040521678
0.00284462067,1670.71622497591
0.002591676474,1670.7561904011625
0.00231694236,1670.7398847834263
0.0020353281359999,1670.8971560027055
0.001746833802,1670.560512296779
0.0014520341519999,1670.5016928023351
0.001154360532,1670.490866893961
0.000854979948,1670.6293846513065
0.000552707976,1670.6689236783932
0.000260207502,1670.6684539948792
-2.7137244e-05,1670.600365620764
-0.000307044504,1670.6431504380798
-0.0005800542359999,1670.6094589492625
-0.0008444594759999,1670.7766670925707
-0.001096236666,1670.9037107558352
-0.00134057637,1670.8117409189545
-0.001575161994,1670.839824550943
-0.001798269156,1670.5466107953948
-0.0020133466199999,1670.3364304993663
-0.0022100829299999,1670.043371261581
-0.002414256726,1670.218493114474
-0.002580598626,1670.5440726921984
-0.002746923108,1670.57131532866
-0.00289260726,1670.4537945847692
-0.003037141824,1670.26742765673
-0.00316389261,1670.0758040648911
-0.003278607558,1669.8050113466852
-0.0033847180139999,1669.9219088457075
-0.003466164582,1670.1925375182282
-0.0035510424959999,1670.336797916682
